Sr.No.,Accord Code,Company Name,CD_BSE Code,CD_NSE Symbol,CD_Bloomberg Code,CD_Reuters Code,CD_Listing Status,CD_ISIN No,CD_CIN Number,CD_Industry
5656,111024,Sadguru Fincon Ltd.,511024,,SFI IN,,Listed,INE033F01012,L65990MH1983PLC029350,Finance - NBFC
5657,106642,Sadhana Nitro Chem Ltd.,506642,,SNC IN,SADH.BO,Listed,INE888C01032,L24110MH1973PLC016698,Chemicals 
5658,288240,Sadhna Broadcast Ltd.,540821,,SADHNA IN,SADN.BO,Listed,INE994R01010,L92100DL1994PLC059093,TV Broadcasting & Software Production
5659,132034,Safal Herbs Ltd.,532034,,SAHL IN,PARK.BO,Listed,INE880M01020,L24233PN1994PLC081470,Pharmaceuticals & Drugs
5660,131448,Safal Securities Ltd.,531448,,SAFAL IN,SAFL.BO,Listed,INE101L01031,L67120GJ1995PLC025470,Finance - Stock Broking
5661,123025,Safari Industries (India) Ltd.,523025,,SII IN,SAFA.BO,Listed,INE429E01023,L25200MH1980PLC022812,Miscellaneous
5662,131436,Saffron Industries Ltd.,531436,,SAFF IN,SAFF.BO,Listed,INE474D01013,L21010MH1993PLC071683,Paper & Paper Products
5663,124418,Safire Global Medicare Ltd.,524418,CDRMEDICAL,CDRM IN,,Listed,,L45200AP1988PLC008837,Medical Equipment/Supplies/Accessories
5664,102090,Sagar Cements Ltd.,502090,SAGCEM,SGC IN,SGRC.BO,Listed,INE229C01013,L26942TG1981PLC002887,Cement & Construction Materials
5665,286880,Sagar Diamonds Ltd.,540715,,SAGAR IN,SGAR.BO,Listed,INE146Y01013,U36912GJ2015PLC083846,Diamond  &  Jewellery
5666,238746,Sagar Industries Ltd.,,,,,Listed,,L51909AS1985PLC002322,Miscellaneous
5667,244806,Sagar International Ltd.,,,,,Listed,,L51504WB1993PLC058881,Finance - NBFC
5668,132092,Sagar Productions Ltd.,532092,,SPRO IN,SAGR.BO,Listed,INE807D01030,L93000MH1980PLC170432,Finance - Investment
5669,112050,Sagar Silk Industries  Ltd.,512050,,SGSI IN,,Listed,,L24300MH1984PLC031980,Textile 
5670,107663,Sagar Soya Products Ltd.,507663,,SGS IN,SGRS.BO,Listed,INE131O01016,L15141MP1982PLC002060,Solvent  Extraction
5671,111254,Sagar Systech Ltd.,511254,,SGL IN,,Listed,INE771Z01015,L65990MH1984PLC032779,Finance - NBFC
5672,126085,Sagar Tourist Resorts Ltd.,526085,,SGT IN,SAGA.BO,Listed,INE01M801019,L55101HP1987PLC007312,"Hotel, Resort & Restaurants"
5673,280966,Sagardeep Alloys Ltd.,,SAGARDEEP,SAGARDEE IN,SAGP.BO,Listed,INE976T01013,L29253GJ2007PLC050007,Metal - Non Ferrous 
5674,219375,Sagarsoft (India) Ltd.,540143,,SSOFT IN,SAGO.BO,Listed,INE184B01012,U72200TG1996PLC023823,Miscellaneous
5675,292072,Sahaj Fashions Ltd.,,,,,Listed,,U17119RJ2011PLC035248,Textile 
5676,111533,Sahara Housingfina Corporation Ltd.,511533,,SHFC IN,SAHR.BO,Listed,INE135C01012,L18100WB1991PLC099782,Finance - Housing
5677,214039,Sahara Infrastructure & Housing,,,,,Listed,INE054E01011,L45400WB1983PLC035664,Construction - Real Estate
5678,103691,Sahara One Media & Entertainment Ltd.,503691,,SHRA IN,SAHM.BO,Listed,INE479B01016,L67120MH1981PLC024947,"Film Production, Distribution & Entertainment"
5679,238762,Sahu Jain Ltd.,,,,,Listed,,L74100DL1971PLC005652,Finance - NBFC
5680,132841,Sahyadri Industries Ltd.,532841,,SAHI IN,SAHY.BO,Listed,INE280H01015,L26956PN1994PLC078941,Cement & Construction Materials
5681,245011,Sahyog Multibase Ltd.,539660,,SAHYOG IN,,Listed,INE052T01013,L65921DL1992PLC116773,Finance - NBFC
5682,267229,Sai Baba Investment And Commercial Enterprises Ltd.,538557,,SBIC IN,SICE.BO,Listed,INE706P01020,L74999DL1981PLC012736,Finance - Investment
5683,131931,Sai Capital Ltd.,531931,,SAIC IN,SAIC.BO,Listed,,L74899DL1995PLC069787,Finance - Investment
5684,130905,Sai Industries Ltd.,530905,,SAIND IN,SAII.BO,Listed,,L74999DL1991PLC045678,Finance - NBFC
5685,209149,Sai Info,,,,,Listed,,L51909DL1996PLC075769,IT - Software 
5686,111403,Sai Jeevadhara Finance Ltd.,511403,,SJFL IN,SJFL.BO,Listed,,L65921TN1989PLC054075,Finance - NBFC
5687,282927,Sai Moh Auto Links Ltd.,540066,,SAIMOH IN,SAIM.BO,Listed,INE345U01019,L34300DL1985PLC020510,Finance - Investment
5688,112097,Saianand Commercial Ltd.,512097,,OGC IN,OREC.BO,Listed,INE092G01016,L51900MH1984PLC034881,Chemicals 
5689,290093,Saini Alloys Ltd.,,,,,Listed,,U27109DL1999PLC102203,Steel & Iron Products
5690,130265,Sainik Finance & Industries  Ltd.,530265,,GRDCL IN,SAIF.BO,Listed,INE584B01013,L26912DL1991PLC045449,Finance - NBFC
5691,115043,Saint-Gobain Sekurit India Ltd.,515043,,MHGA IN,SGSI.BO,Listed,INE068B01017,L26101MH1973PLC018367,Glass
5692,238768,Sajjan Commercial Enterprises Ltd.,,,,,Listed,,L13203DL1985PLC021536,Construction - Real Estate
5693,121107,Sajjan Textiles Mills Ltd.,521107,,SJTX IN,,Listed,,L17120MH1991PTC060367,Textile 
5694,117242,Saka Ltd.,517242,,OSK IN,,Listed,,L32101DL1981PLC012700,Consumer Durables - Electronics
5695,283121,Sakar Healthcare Ltd.,,SAKAR,SAKAR IN,,Listed,INE732S01012,L24231GJ2004PLC043861,Pharmaceuticals & Drugs
5696,238770,Sakarlal Balabhai & Company Ltd.,,,,,Listed,,L17110GJ1946PLC000236,Miscellaneous
5697,232344,Saket Projects Ltd.,,,,,Listed,,U45201GJ1995PLC024344,Pharmaceuticals & Drugs
5698,288168,Saketh Exim Ltd.,,SAKETH,SAKETH IN,,Listed,INE869Y01010,U29253MH2010PLC204331,Trading
5699,190051,Saksoft Ltd.,590051,SAKSOFT,SAK IN,SAKS.BO,Listed,INE667G01015,L72200TN1999PLC054429,IT - Software 
5700,111066,Sakthi Finance Ltd.,511066,SAKTHIFIN,SKTF IN,SKFN.BO,Listed,INE302E01014,L65910TZ1955PLC000145,Finance - NBFC
5701,107315,Sakthi Sugars Ltd.,507315,SAKHTISUG,STSG IN,SKSG.BO,Listed,INE623A01011,L15421TZ1961PLC000396,Sugar
5702,132713,Sakuma Exports Ltd.,532713,SAKUMA,SAEL IN,SAKE.BO,Listed,INE190H01024,L51909MH2005PLC155765,Trading
5703,132604,SAL Steel Ltd.,532604,SALSTEEL,SALS IN,SALS.BO,Listed,INE658G01014,L29199GJ2003PLC043148,Steel/Sponge Iron/Pig Iron
5704,293191,Salasar Exteriors & Contour Ltd.,,,,,Listed,,U45309MH2018PLC306212,Engineering - Construction
5705,284680,Salasar Techno Engineering Ltd.,540642,SALASAR,SALASAR IN,SALA.BO,Listed,INE170V01019,L23201DL2001PLC174076,Engineering - Industrial Equipments
5706,289662,Salebhai Internet Ltd.,,,,,Listed,,U51101GJ2015PLC082801,e-Commerce
5707,245016,Salem Erode Investments Ltd.,540181,,SALEM IN,,Listed,INE894E01028,L31200WB1931PLC007116,Finance - NBFC
5708,121052,Salem Textiles Ltd.,521052,,STX IN,,Listed,,L17111TZ1964PLC000534,Textile - Spinning
5709,126554,Salguti Industries Ltd.,526554,,SLGI IN,SALG.BO,Listed,INE159C01012,L25209TG1984PLC005048,Textile 
5710,190056,Salona Cotspin Ltd.,590056,SALONA,SALC IN,SALO.BO,Listed,INE498E01010,L17111TZ1994PLC004797,Textile - Spinning
5711,100370,Salora International Ltd.,500370,SALORAINTL,SLI IN,SALI.BO,Listed,INE924A01013,L74899DL1968PLC004962,Trading
5712,117059,Salzer Electronics Ltd.,517059,SALZERELEC,SZE IN,SALZ.BO,Listed,INE457F01013,L03210TZ1985PLC001535,Cable
5713,132005,Sam Industries Ltd.,532005,SAMINDUS,SAMI IN,SAMI.BO,Listed,INE653D01012,L15143MH1994PLC164344,Engineering - Construction
5714,113462,Samana Steels Ltd.,513462,,SMS IN,,Listed,,L27105PB1987PLC007512,Metal - Ferrous 
5715,130485,Samarth International Finlease Ltd.,530485,,SIF IN,,Listed,INE503C01011,L65910GJ1994PLC021543,Finance - NBFC
5716,121240,Sambandam Spinning Mills Ltd.,521240,SAMBANDAM,SBDSM IN,SAMB.BO,Listed,INE304D01012,L17111TZ1973PLC000675,Textile - Spinning
5717,111630,Sambhaav Media Ltd.,511630,SAMBHAAV,PLS IN,SMBH.BO,Listed,INE699B01027,L67120GJ1990PLC014094,Printing And Publishing
5718,120075,Samkrg Pistons & Rings Ltd.,520075,,SKRG IN,SAMP.BO,Listed,INE706B01012,L27310TG1985PLC005423,Auto Ancillary
5719,106172,Sampada Chemicals Ltd.,506172,,SMPC IN,SMPC.BO,Listed,INE040K01017,L24110MH1983PLC029381,Finance - Investment
5720,112419,Sampark Trading & Finance Ltd.,512419,,SMPT IN,,Listed,,U51900MH1985PLC035807,Finance - NBFC
5721,130617,Sampre Nutritions Ltd.,530617,,SPN IN,SAMN.BO,Listed,INE375C01014,L15499TG1991PLC013515,Consumer Food
5722,209159,Samrat Forgings Ltd.,,,,,Listed,,U28910CH1981PLC004522,Forgings
5723,130125,Samrat Pharmachem Ltd.,530125,,SMPM IN,SAMR.BO,Listed,INE103E01016,L24230GJ1992PLC017820,Pharmaceuticals & Drugs
5724,103243,Samrat Spinners Ltd.,503243,,SHSM IN,,Listed,,L18100TG1981PLC003199,Textile - Spinning
5725,245021,Samridhi Fibre Ltd.,,,,,Listed,,L67120WB1975PLC030001,Textile 
5726,242619,Samruddhi Realty Ltd.,535466,,SARL IN,SAMU.BO,Listed,INE621O01016,L07010KA2003PLC032934,Construction - Real Estate
5727,100372,Samtel Color Ltd.,500372,SAMTEL,STLC IN,SMTL.BO,Listed,INE381A01016,L51909DL1986PLC024222,Electronics - Components
5728,100371,Samtel India Ltd.,500371,SAMTELTD,STL IN,SAME.BO,Listed,INE538C01017,L31909RJ1981PLC012073,Electronics - Components
5729,121206,Samtex Fashions Ltd.,521206,,STXF IN,SAMT.BO,Listed,INE931D01020,L17112UP1993PLC022479,Textile 
5730,105511,Sam-Tul Investments Ltd.,505511,,SAMT IN,,Listed,,L65990MH1981PLC024452,Miscellaneous
5731,130025,Samyak International Ltd.,530025,,MSCM IN,SAMY.BO,Listed,INE607G01011,L67120MP1994PLC008494,Finance - Investment
5732,272746,Sanasa Tech Feb Ltd.,780015,,SATF IN,,Listed,INE760Q01017,L17291MH2009PLC196617,Finance - Investment
5733,109423,Sanathnagar Enterprises Ltd.,509423,BAKELHYLAM,SNEL IN,SANA.BO,Listed,INE367E01033,L99999MH1947PLC252768,Construction - Real Estate
5734,121222,Sanblue Corporation Ltd.,521222,,SANB IN,SANB.BO,Listed,INE602D01027,L15400GJ1993PLC020073,Finance - NBFC
5735,111563,Sanchay Finvest Ltd.,511563,,DSFS IN,SANF.BO,Listed,INE654D01010,L67120MP1991PLC006650,Finance - Investment
5736,112125,Sanchna Trading & Finance Ltd.,512125,,STF IN,,Listed,,L51900MH1985PLC035160,Finance - NBFC
5737,132836,Sancia Global Infraprojects Ltd.,532836,,SGIL IN,SANC.BO,Listed,INE391H01010,L65921WB1991PLC052026,Miscellaneous
5738,223358,Sanco Industries Ltd.,,SANCO,SAIN IN,SANR.BO,Listed,INE782L01012,L74899DL1989PLC035549,Trading
5739,123116,Sanco Trans Ltd.,523116,,SANC IN,SNCT.BO,Listed,INE391G01012,L60220TN1979PLC007970,Logistics
5740,218549,Sand Plast  (India) Ltd.,533079,,SPLA IN,SNDP.BO,Listed,INE122K01013,L25209RJ1989PLC004772,Refractories
5741,126725,Sandesh Ltd.,526725,SANDESH,SDSH IN,SNDH.BO,Listed,INE583B01015,U99999MH1943PTC003888,Printing And Publishing
5742,209165,Sandhar Technologies Ltd.,541163,SANDHAR,SANDHAR IN,SNTL.BO,Listed,INE278H01035,L74999DL1987PLC029553,Auto Ancillary
5743,124703,Sandu Pharmaceuticals Ltd.,524703,,SNDP IN,SAPH.BO,Listed,INE751D01014,L24233GA1985PLC001587,Pharmaceuticals & Drugs
5744,131316,Sandur Laminates Ltd.,531316,,SNDL IN,,Listed,,L85110KA1992PLC013747,Metal - Non Ferrous 
5745,104918,Sandur Manganese & Iron Ores Ltd.,504918,,SMIO IN,SUMG.BO,Listed,INE149K01016,L85110KA1954PLC000759,Mining & Minerals
5746,245028,Saneh Industrieal Investment Ltd.,,,,,Listed,,L74899DL1980PLC060079,Finance - Investment
5747,269267,Sang Froid Labs (India) Ltd.,539392,,SFRL IN,SAGF.BO,Listed,INE345S01013,L74899DL1994PLC061386,Pharmaceuticals & Drugs
5748,116096,Sangal Papers Ltd.,516096,,SLP IN,SANP.BO,Listed,INE384D01022,L21015UP1980PLC005138,Paper & Paper Products
5749,114234,Sangam (India) Ltd.,514234,SANGAMIND,SNGM IN,SANG.BO,Listed,INE495C01010,L17118RJ1984PLC003173,Textile 
5750,131625,Sangam Health Care Products Ltd.,531625,,SHCPR IN,,Listed,INE431E01011,L24230TG1993PLC016731,Hospital & Healthcare Services
5751,237056,Sangam Renewables Ltd.,534618,,SANG IN,SANV.BO,Listed,INE299N01013,L74140MH1999PLC120470,Finance - NBFC
5752,219270,Sangameshwar Coffee Estates Ltd,,,,,Listed,,L01131KA1970PLC001935,Agriculture
5753,111640,Sanghi Corporate Services Ltd.,511640,,SGCS IN,SACS.BO,Listed,INE998M01012,L67190MH1989PLC054086,Finance - Investment
5754,238796,Sanghi Hire Purchase Ltd.,,,,,Listed,,U74999HR1986PLC023974,Finance - Investment
5755,126521,Sanghi Industries Ltd.,526521,SANGHIIND,SNGI IN,SNGI.BO,Listed,INE999B01013,L18209TG1985PLC005581,Cement & Construction Materials
5756,100375,Sanghi Polyesters Ltd.,500375,SANGHIPOLY,SGHP IN,,Listed,INE146A01013,L17110AP1986PLC009021,Textile - Manmade  Fibres
5757,130203,Sanghvi Asbestos Cements Ltd.,530203,,SGAC IN,,Listed,,L26942MP1984PLC002520,Cement & Construction Materials
5758,287445,Sanghvi Brands Ltd.,540782,,SBRANDS IN,SAGH.BO,Listed,INE204Y01010,U74999PN2010PLC135586,Miscellaneous
5759,222334,Sanghvi Forging & Engineering Ltd.,533411,SANGHVIFOR,SFEL IN,SANH.BO,Listed,INE263L01013,L28910GJ1989PLC012015,Forgings
5760,130073,Sanghvi Movers Ltd.,530073,SANGHVIMOV,SGM IN,SNGM.BO,Listed,INE989A01024,L29150PN1989PLC054143,Miscellaneous
5761,252145,Sanginita Chemicals Ltd.,,SANGINITA,SANGIN IN,,Listed,INE753W01010,U24100GJ2005PTC047292,Chemicals 
5762,246595,Sangotri Constructions Ltd.,,,,,Listed,,L45203WB2001PLC093940,Construction - Real Estate
5763,131898,Sanguine Media Ltd.,531898,,SGML IN,SNMD.BO,Listed,INE617F01038,L74210TN1995PLC032921,"Film Production, Distribution & Entertainment"
5764,119405,Sanjivani Agro Industries  Ltd.,519405,,SJAI IN,,Listed,,L01110MH1992PTC069153,Solvent  Extraction
5765,131569,Sanjivani Paranteral Ltd.,531569,,SNJVP IN,SANJ.BO,Listed,INE860D01013,L24300MH1994PLC081752,Pharmaceuticals & Drugs
5766,245031,Sankheshwar Holding Co Ltd.,,,,,Listed,,L67120DL1979PLC009388,Finance - NBFC
5767,200557,Sankhya Infotech Ltd.,532972,,SANK IN,SANK.BO,Listed,INE877A01013,L72200AP1997PLC045396,IT - Software 
5768,132435,Sanmit Infra Ltd.,532435,,SANM IN,SANI.BO,Listed,INE799C01023,L72300TN2000PLC044664,Construction - Real Estate
5769,112062,Sanmitra Commercial Ltd.,512062,,SMTC IN,SANM.BO,Listed,INE896J01014,L17120MH1985PLC034963,Finance - Investment
5770,100674,Sanofi India Ltd.,500674,SANOFI,SANL IN,SANO.BO,Listed,INE058A01010,L24239MH1956PLC009794,Pharmaceuticals & Drugs
5771,131312,Sanraa Media Ltd.,531312,,SNRS IN,SCIL.BO,Listed,INE889C01022,L72300TN1995PLC031194,IT - Software 
5772,114280,Sanrhea Technical Textiles Ltd.,514280,,MAP IN,SANX.BO,Listed,INE589J01015,L17110GJ1983PLC006309,Textile 
5773,214084,Sansera Engineering Ltd.,,,,,Listed,,U34103KA1981PTC004542,Auto Ancillary
5774,245037,Sanstar Biopolymers Ltd.,,,,,Listed,,U51100GJ1983PLC009047,Consumer Food
5775,111141,Santogen Exports Ltd.,511141,,SGE IN,SANE.BO,Listed,INE452D01019,U45202MH1986PLC039709,Textile 
5776,130035,Santosh Fine-Fab Ltd.,530035,,SFF IN,SNTS.BO,Listed,INE612D01018,L17112MH1981PLC025443,Textile - Weaving
5777,223947,Santosh Industries Ltd.,540822,,SANTOSH IN,STOS.BO,Listed,INE576C01017,L51909WB1960PLC024531,Finance - NBFC
5778,112465,Santowin Corporation Ltd.,512465,,SCOL IN,SACO.BO,Listed,INE386L01038,L51900MH1985PLC035195,Textile 
5779,131829,Sanvan Software Ltd.,531829,,PSIL IN,,Listed,INE156B01010,U27200MH1989PLC053082,IT - Software 
5780,119260,Sanwaria Consumer Ltd.,519260,SANWARIA,SANWCl IN,SNWR.BO,Listed,INE890C01046,L15143MP1991PLC006395,Solvent  Extraction
5781,131488,Sanyo Impex Ltd.,531488,,SAYI IN,,Listed,INE905A01020,L74899DL1997PLC059886,Trading
5782,131781,Sapan Chemicals Ltd.,531781,,SACL IN,SURD.BO,Listed,INE823E01035,L24298GJ1995PLC024729,Trading
5783,106906,Saptak Chem And Business Ltd.,506906,,MUNK IN,SAPK.BO,Listed,INE467X01015,L24299PB1980PLC004147,Fertilizers
5784,119238,Saptarishi Agro Industries  Ltd.,519238,,SPAI IN,SPAG.BO,Listed,INE233P01017,L15499TN1992PLC022192,Agriculture
5785,245042,Sar Auto Products Ltd.,538992,,SAR IN,SARO.BO,Listed,INE002E01010,L34100GJ1987PLC010088,Auto Ancillary
5786,255269,Saraf Infraprojects Ltd.,,,,,Listed,,L45202WB1983PLC036038,Engineering - Construction
5787,106152,Saraf Sons (Traders) Ltd.,506152,,SRFS IN,,Listed,,L51900MH1982PLC027462,Trading
5788,132116,Saral Mining Ltd.,532116,,XOTR IN,XOIN.BO,Listed,INE490B01013,L72900GJ1994PLC069823,Trading
5789,132031,Sarang Chemicals Ltd.,532031,,SRGC IN,SARN.BO,Listed,INE003E01026,L24110GJ1989PLC012272,Chemicals 
5790,131483,Sarash Industries Ltd.,531483,,SIMM IN,,Listed,,L51909TN1995PLC030554,Mining & Minerals
5791,246597,Saraswati Capital Services Ltd.,,,,,Listed,,L74899DL1993PLC056452,Finance - Investment
5792,112020,Saraswati Commercial (India) Ltd.,512020,,SSC IN,SARC.BO,Listed,INE967G01019,L51909MH1983PLC166605,Finance - NBFC
5793,238826,Saraswati Properties Ltd.,,,,,Listed,,U70101UP1984PLC006599,Finance - Investment
5794,104614,Sarda Energy & Minerals Ltd.,504614,SARDAEN,SEML IN,SAEM.BO,Listed,INE385C01013,L27100MH1973PLC016617,Steel & Iron Products
5795,114488,Sarda Information Technology Ltd.,514488,,SRDF IN,,Listed,INE342C01014,U74994PN1994PLC078966,Textile 
5796,116032,Sarda Papers Ltd.,516032,,SP IN,SPPR.BO,Listed,INE385D01011,L51010MH1991PLC061164,Paper & Paper Products
5797,119242,Sarda Proteins Ltd.,519242,,SRPR IN,SARP.BO,Listed,INE995U01011,L15142RJ1991PLC006353,Trading
5798,132163,Saregama India Ltd.,532163,SAREGAMA,SARE IN,SARE.BO,Listed,INE979A01017,L22213WB1946PLC014346,"Film Production, Distribution & Entertainment"
5799,126039,Sarika Paints Ltd.,526039,,SRP IN,,Listed,,L24220GJ1989PLC012463,Paints
5800,130221,Sarita Synthetics & Industries  Ltd.,530221,,SSRST IN,,Listed,INE941B01015,L17116AP1993PLC016428,Textile 
5801,111513,Sarla Credit & Securities Ltd.,511513,,SCST IN,,Listed,,U65929DL1992PLC049536,Finance - NBFC
5802,126885,Sarla Performance Fibres Ltd.,526885,SARLAPOLY,SRPL IN,SARL.BO,Listed,INE453D01025,L31909DN1993PLC000056,Textile - Manmade  Fibres
5803,245045,Sarnimal Investment Ltd.,,,,,Listed,,L65993DL1981PLC012431,Finance - NBFC
5804,130993,Sarthak Global Ltd.,530993,,AVF IN,SART.BO,Listed,INE075H01019,L99999MH1985PLC136835,Miscellaneous
5805,131930,Sarthak Industries Ltd.,531930,SARTHAKIND,ALPGI IN,SRTH.BO,Listed,INE074H01012,L99999MH1982PLC136834,Diversified
5806,284649,Sarthak Metals Ltd.,540393,,SMLTD IN,SARH.BO,Listed,INE017W01010,U51102CT1995PLC009772,Metal - Ferrous 
5807,238833,Sarthi Pharmaceuticals Ltd.,,,,,Listed,,L24231GJ1995PLC024879,Pharmaceuticals & Drugs
5808,114412,Sarup Industries Ltd.,514412,,SRT IN,SARU.BO,Listed,INE305D01019,L19113PB1979PLC004014,Household & Personal Products
5809,245139,Sarvada Enterprises Ltd.,,,,,Listed,,L51909DL1985PLC021359,IT - Software 
5810,106190,Sarvamangal Mercantile Company Ltd.,506190,,SVMC IN,SARV.BO,Listed,INE978L01016,L51100MH1983PLC029600,Finance - Investment
5811,245047,Sarvamangal Trading Co Ltd.,,,,,Listed,,U51909WB1982PLC035102,Finance - NBFC
5812,288576,Sarveshwar Foods Ltd.,,SARVESHWAR,SARVESH IN,,Listed,INE324X01018,U15312JK2004PLC002444,Consumer Food
5813,130501,Sarvodaya Labs Ltd.,530501,,SVLB IN,,Listed,INE153B01017,L85195MH1990PLC059385,Pharmaceuticals & Drugs
5814,245049,Sarvottam Finvest Ltd.,539124,,SAFI IN,,Listed,INE822Q01015,L65993WB1978PLC031793,Finance - NBFC
5815,245050,Sarvottam Vanijya Ltd.,,,,,Listed,,U51109WB1981PLC034233,Finance - NBFC
5816,106313,Sashwat Technocrats Ltd.,506313,,SATE IN,ZENY.BO,Listed,INE789D01014,L24220MH1975PLC018682,Finance - Investment
5817,132663,Sasken Technologies Ltd.,532663,SASKEN,SASKEN IN,SKCT.BO,Listed,INE231F01020,L72100KA1989PLC014226,IT - Software 
5818,208736,Sastasundar Ventures Ltd.,533259,SASTASUNDR,SASV IN,MFSV.BO,Listed,INE019J01013,L65993WB1989PLC047002,Finance - NBFC
5819,111076,Sat Industries Ltd.,511076,,SATI IN,STIN.BO,Listed,INE065D01027,L45400MH1984PLC034632,Trading
5820,238670,Sataytej Commercial Company Ltd.,,,,,Listed,,U51109WB1981PLC033754,Trading
5821,122279,Satellite Engineering Ltd.,522279,,STEG IN,SATE.BO,Listed,INE087C01015,L29259GJ1962PLC001130,Electric Equipment
5822,108671,Satellite Infoconcepts Ltd.,508671,,STIC IN,SATI.BO,Listed,,,IT - Software 
5823,119192,Satguru Agro Industries  Ltd.,519192,,SGAI IN,,Listed,,L99999PN1991PLC064013,Solvent  Extraction
5824,126093,Sathavahana Ispat Ltd.,526093,SATHAISPAT,SVI IN,SATV.BO,Listed,INE176C01016,L27109TG1989PLC010654,Steel/Sponge Iron/Pig Iron
5825,279040,Sathiya Enterprise Ltd.,539455,,DASL IN,DEET.BO,Listed,INE360S01012,L27109GJ1993PLC018943,Trading
5826,269287,Sathyakamal Agros Ltd.,,,,,Listed,,L15209TG1991PLC013086,Solvent  Extraction
5827,209185,Satia Industries Ltd.,539201,,SATIA IN,SATD.BO,Listed,INE170E01015,L21012PB1980PLC004329,Paper & Paper Products
5828,240474,Satin Creditcare Network Ltd.,539404,SATIN,SATIN IN,SATR.BO,Listed,INE836B01017,L65991DL1990PLC041796,Finance Term Lending
5829,117488,Satkar Electronics Ltd.,517488,,STKE IN,,Listed,INE824D01019,L32300MH1987PLC045274,Electronics - Components
5830,247794,Satkar Finlease Ltd.,536592,,SAFL IN,SATK.BO,Listed,INE279P01036,L65910DL1996PLC075394,Finance - NBFC
5831,108996,Satra Properties (India) Ltd.,508996,,SATP IN,SAPR.BO,Listed,INE086E01021,L65910MH1983PLC030083,Construction - Real Estate
5832,245056,Satya Miners & Transporters Ltd.,537068,,SMTL IN,SMTR.BO,Listed,INE394F01018,L65993WB1975PLC170911,Finance - NBFC
5833,100377,Satyam Cement Ltd.,500377,SATYAMCEM,SHPH IN,,Listed,INE157C01016,L99999GJ1984PLC006817,Cement & Construction Materials
5834,245058,Satyam Projects Ltd.,,,,,Listed,,L45201WB1981PLC033668,Finance - NBFC
5835,103893,Satyam Silk Mills Ltd.,503893,,SSM IN,SATM.BO,Listed,,L17110MH2004PTC030725,Finance - Investment
5836,245060,Satyam Trading Co Ltd.,,,,,Listed,,L51909WB1983PLC035917,Trading
5837,289759,Satyasai Pressure Vessels Ltd.,,,,,Listed,,U28900MH1999PLC119922,Miscellaneous
5838,131160,Saumya Capital Ltd.,531160,,SAUC IN,SAUM.BO,Listed,INE365L01016,L65910GJ1997PLC033191,Finance - NBFC
5839,222731,Saumya Consultants Ltd.,539218,,SACO IN,SAUY.BO,Listed,INE563C01015,L67120WB1993PLC061111,Finance - NBFC
5840,245057,Saurabh Industrial Financing Ltd.,,,,,Listed,,U17132UP1984PLC006819,Finance - Investment
5841,224336,Saurashtra Calcine Bauxite & Allied Industries Ltd.,,,,,Listed,,L14100GJ1995PLC025199,Mining & Minerals
5842,102175,Saurashtra Cement Ltd.,502175,SAURASHCEM,SRC IN,SAUR.BO,Listed,INE626A01014,L26941GJ1956PLC000840,Cement & Construction Materials
5843,214099,Saurashtra Chemicals Ltd.,,,,,Listed,INE543L01018,L24110GJ1951PLC000683,Chemicals 
5844,116088,Saurashtra Paper & Board Mills Ltd.,516088,SAURASTPPR,SPBM IN,,Listed,,L22122GJ1974PLC002496,Paper & Paper Products
5845,111577,Savani Financials Ltd.,511577,,SVF IN,SAFN.BO,Listed,INE304E01010,L67120MH1983PLC031614,Finance - NBFC
5846,117320,Savant Infocomm Ltd.,517320,,SVIF IN,SAVA.BO,Listed,INE898E01011,L72200TN1978PLC058225,Cable
5847,132404,Saven Technologies Ltd.,532404,,SVNT IN,SAVT.BO,Listed,INE856B01023,L72200TG1993PLC015737,IT - Software 
5848,112634,Savera Industries Ltd.,512634,SAVERA,SVET IN,SAVE.BO,Listed,INE104E01014,L55101TN1969PLC005768,"Hotel, Resort & Restaurants"
5849,124667,Savita Oil Technologies Ltd.,524667,SOTL,STEC IN,SAVC.BO,Listed,INE035D01012,L24100MH1961PLC012066,Lubricants
5850,245081,Savoy Enterprises Ltd.,,,,,Listed,,L15491WB1983PLC036271,Finance - Investment
5851,131893,Sawaca Business Machines Ltd.,531893,,SWCB IN,SAWC.BO,Listed,INE248B01015,L65910GJ1994PLC023926,Trading
5852,131603,Sawaca Communication Ltd.,531603,,SWCC IN,,Listed,INE185B01019,L64201GJ1995PLC024912,Trading
5853,119387,Sawant Food Products Ltd.,519387,,SWF IN,,Listed,,L99999MH1972PLC015842,Trading
5854,123710,Sayaji Hotels Ltd.,523710,SAYAJIHOTL,SHOT IN,SAYH.BO,Listed,INE318C01014,L51100GJ1982PLC005131,"Hotel, Resort & Restaurants"
5855,226339,Sayaji Industries Ltd.,540728,,SAYIND IN,SAYJ.BO,Listed,INE327G01032,L99999GJ1941PLC000471,Consumer Food
5856,246598,SB Overseas Ltd.,,,,,Listed,,L51909AS1994PLC004184,Trading
5857,113583,SB&T International Ltd.,513583,SB&TINTL,SBT IN,SBT.BO,Listed,INE465B01015,L36911MH1986PLC041237,Diamond  &  Jewellery
5858,132102,SBEC Sugar Ltd.,532102,,SBECS IN,SBSU.BO,Listed,INE948G01019,L15421UP1991PLC019160,Sugar
5859,117360,SBEC Systems (India) Ltd.,517360,,SBEC IN,,Listed,,L74210DL1987PLC029979,Engineering
