Sr.No.,Accord Code,Company Name,CD_BSE Code,CD_NSE Symbol,CD_Bloomberg Code,CD_Reuters Code,CD_Listing Status,CD_ISIN No,CD_CIN Number,CD_Industry
1,207635,20 Microns Ltd.,533022,20MICRONS,20ML IN,MICR.BO,Listed,INE144J01027,L99999GJ1987PLC009768,Mining & Minerals
2,224943,20 Microns Nano Minerals Ltd.,,,,,Listed,,U15543GJ1993PLC020540,Mining & Minerals
3,126921,21st Century Management Services Ltd.,526921,21STCENMGM,TWCMS IN,TWMS.BO,Listed,INE253B01015,L74210TN1986PLC012791,Finance - Investment
4,132628,3I Infotech Ltd.,532628,3IINFOTECH,III IN,TIIN.BO,Listed,INE748C01020,L67120MH1993PLC074411,IT - Software 
5,123395,3M India Ltd.,523395,3MINDIA,3M IN,TMIN.BO,Listed,INE470A01017,L31300KA1987PLC013543,Diversified
6,116092,3P Land Holdings Ltd.,516092,3PLAND,3PLAND IN,PUDU.BO,Listed,INE105C01023,L74999MH1999PLC013394,Paper & Paper Products
7,272007,3rd Rock Multimedia Ltd.,,3RDROCK,3RML IN,3RDR.BO,Listed,INE768P01012,U74900MH2012PLC230802,Miscellaneous
8,131925,52 Weeks Entertainment Ltd.,531925,,SSAQ IN,SSAL.BO,Listed,INE545N01019,L93000MH1993PLC072467,"Film Production, Distribution & Entertainment"
9,228972,5Paisa Capital Ltd.,540776,5PAISA,5PAISA IN,PAISF.BO,Listed,INE618L01018,L67190MH2007PLC289249,Finance - Stock Broking
10,126881,63 Moons Technologies Ltd.,526881,63MOONS,63MOONS IN,FITE.BO,Listed,INE111B01023,L29142TN1988PLC015586,IT - Software 
11,285855,7NR Retail Ltd.,540615,,7NR IN,NRRE.BO,Listed,INE413X01019,U52320GJ2012PLC073076,Trading
12,211528,7Seas Entertainment Ltd.,540874,,7SEAS IN,SEAS.BO,Listed,INE454F01010,L72900TG1991PLC013074,IT - Software 
13,112161,8K Miles Software Services Ltd.,512161,8KMILES,KMSS IN,8KMS.BO,Listed,INE650K01021,L72300AP1993PLC015804,IT - Software 
14,288322,A And M Jumbo Bags Ltd.,,AMJUMBO,AMJUMBO IN,AMJU.BO,Listed,INE749Y01014,U25202GJ2011PLC065632,Plastic Products
15,207644,A Infrastructure Ltd.,539620,,AINFRA IN,AINF.BO,Listed,INE534E01020,L25191RJ1980PLC002077,Cement & Construction Materials
16,286682,A&M Febcon Ltd.,540697,,AMFEBC IN,AMFE.BO,Listed,INE319X01018,U28113GJ2013PLC075662,Engineering - Industrial Equipments
17,274990,A-1 Acid Ltd.,542012,,AAL IN,A1AC.BO,Listed,INE911Z01017,U24119GJ2004PTC044011,Trading
18,267715,A1 Century Trades Ltd.,,,,,Listed,,L65990MH1981PLC023716,Finance - Investment
19,207654,A2Z Infra Engineering Ltd.,533292,A2ZINFRA,A2ZL IN,ATOZ.BO,Listed,INE619I01012,L74999HR2002PLC034805,Engineering - Construction
20,131611,Aadhaar Ventures India Ltd.,531611,,AVIL IN,AADH.BO,Listed,INE063D01030,L67120GJ1995PLC024449,Trading
21,130027,Aadi Industries Ltd.,530027,,AADI IN,AADI.BO,Listed,INE563D01013,L25203MH1994PLC206053,Plastic Products
22,114476,Aafloat Textiles (India) Ltd.,514476,AKAIMPEX,,,Listed,,L99999MH1977PLC019658,Textile - Manmade  Fibres
23,131866,Aagam Capital Ltd.,531866,,AAGL IN,AAGA.BO,Listed,INE817D01013,L65990MH1991PLC064631,Finance - NBFC
24,122201,Aakar Engineering & Mfg. Company Ltd.,522201,,AKE IN,,Listed,INE814B01014,L29200MH1992PLC066083,Engineering
25,292987,Aakarshit Ice & Cold Storage Ltd.,,,,,Listed,,U63022MP1997PTC011535,Trading
26,221020,Aakash Educational Services Ltd,,,,,Listed,,U80300DL2007PTC169398,Educational Institutions
27,288691,Aakash Exploration Services Ltd.,,AAKASH,,,Listed,INE087Z01016,U23209GJ2007PLC049792,Oil Exploration
28,270100,Aananda Lakshmi Spinning Mills Ltd.,539096,,ALSM IN,AANA.BO,Listed,INE197R01010,L17121TG2013PLC086564,Textile - Spinning
29,271851,Aanchal Ispat Ltd.,538812,,AAN IN,AANC.BO,Listed,INE322R01014,L27106WB1996PLC076866,Castings/Forgings
30,123511,Aankit Granites Ltd.,523511,,AGL IN,,Listed,,L85110KA1989PLC013595,Cement & Construction Materials
31,274991,AAR Commercial Company Ltd.,539632,,AARC IN,AARC.BO,Listed,INE184K01013,L63090WB1982PLC035019,Finance - Investment
32,207656,Aar Kay Steel Products Ltd.,,,,,Listed,,U74899DL1990PLC019599,Trading
33,242773,AAR Shyam India Investment Co Ltd.,542377,,,,Listed,INE512R01010,L67120DL1983PLC015266,Finance - Investment
34,132024,Aarcon Facilities Ltd.,532024,,RBG IN,RBGU.BO,Listed,INE056J01015,L65910GJ1993PLC019057,Miscellaneous
35,124412,Aarey Drugs & Pharmaceuticals Ltd.,524412,,AD IN,ADPH.BO,Listed,INE198H01019,L99999MH1990PLC056538,Trading
36,290393,Aaron Industries Ltd.,,AARON,AARON IN,,Listed,INE721Z01010,L31908GJ2013PLC077306,Engineering
37,242726,Aarsree Agra Ltd.,,,,,Listed,,L65993DL1974PLC229893,Finance - Investment
38,292026,Aartech Solonics Ltd.,542580,,,,Listed,INE01C001018,U31200MP1982PLC002030,Electric Equipment
39,124348,Aarti Drugs Ltd.,524348,AARTIDRUGS,ARTD IN,ADRG.BO,Listed,INE767A01016,L37060MH1984PLC055433,Pharmaceuticals & Drugs
40,124208,Aarti Industries Ltd.,524208,AARTIIND,ARTO IN,ARTI.BO,Listed,INE769A01020,L24110GJ1984PLC007301,Chemicals 
41,126488,AARV Infratel Ltd.,526488,,UFN IN,NYLO.BO,Listed,INE432N01010,L05005AP1992PLC013697,Textile 
42,114274,Aarvee Denims & Exports Ltd.,514274,AARVEEDEN,ARV IN,AADM.BO,Listed,INE273D01019,L17110GJ1988PLC010504,Textile - Weaving
43,207660,Aarvi Encon Ltd.,,AARVI,AARVI IN,AARI.BO,Listed,INE754X01016,U29290MH1987PLC045499,Miscellaneous
44,131731,Aarya Global Shares and Securities Ltd.,531731,,ARGS IN,ARYA.BO,Listed,INE233H01030,L51909MH1986PLC221031,Finance - Stock Broking
45,131514,Aasheesh Securities Ltd.,531514,,AASEC IN,,Listed,INE174C01011,L67120HR1997PLC033766,Finance - Investment
46,103673,Aastha Broadcasting Network Ltd.,503673,,ASBN IN,AABR.BO,Listed,INE199B01028,L67120MH1981PLC025111,"Film Production, Distribution & Entertainment"
47,112038,Aaswa Trading & Exports Ltd.,512038,,AST IN,AAST.BO,Listed,INE887D01016,L51100GJ1984PLC024704,Trading
48,267615,Aavas Financiers Ltd.,541988,AAVAS,AAVAS IN,AVAS.BO,Listed,INE216P01012,U65922RJ2011PLC034297,Finance - Housing
49,236023,Aayush Food & Herbs Ltd.,539528,,AAYF IN,AAYU.BO,Listed,INE430R01015,L01122DL1984PLC018307,Pharmaceuticals & Drugs
50,290910,AB Infrabuild Ltd.,,,,,Listed,,U45202MH2011PLC214834,Engineering - Construction
51,108987,Abacus Computers Ltd.,508987,,ABCS IN,ABCS.BO,Listed,INE192D01011,L30007MH1983PLC030982,IT - Software 
52,123204,Aban Offshore Ltd.,523204,ABAN,ABAN IN,ABAN.BO,Listed,INE421A01028,L01119TN1986PLC013473,Oil Exploration
53,112165,ABans Enterprises Ltd.,512165,,ABEL IN,MATS.BO,Listed,INE365O01010,L74900MH1985PLC035243,Trading
54,100002,ABB India Ltd.,500002,ABB,ABB IN,ABB.BO,Listed,INE117A01022,L32202KA1949PLC032923,Electric Equipment
55,100488,Abbott India Ltd.,500488,ABBOTINDIA,BOOT IN,ABOT.BO,Listed,INE358A01014,L24239MH1944PLC007330,Pharmaceuticals & Drugs
56,105665,ABC Bearings Ltd. - (Amalgamated),505665,ANTFRIBEAR,ABCL IN,ABCB.BO,Listed,INE779A01011,L29130MH1961PLC012028,Bearings
57,113119,ABC Gas (International) Ltd.,513119,,ABCG IN,ABGI.BO,Listed,INE173M01012,L27100MH1980PLC022118,Metal - Non Ferrous 
58,120123,ABC India Ltd.,520123,,ABCI IN,ABCI.BO,Listed,INE125D01011,L60231AS1972PLC001393,Logistics
59,130833,Abee Info-Consumables Ltd.,530833,,SMPR IN,,Listed,INE097B01016,L29294PN1992PLC070144,IT - Hardware
60,132682,ABG Shipyard Ltd.,532682,ABGSHIP,ABGS IN,ABGS.BO,Listed,INE067H01016,L61200GJ1985PLC007730,Ship Building
61,242729,Abha Property Project Ltd.,,,,,Listed,,L51909WB2001PLC093941,Finance - Investment
62,242776,Abhashree Projects Ltd.,,,,,Listed,,L45400WB1983PLC036067,Miscellaneous
63,111339,Abhayam Trading Ltd.,511339,APPLECREDT,ACCL IN,APLC.BO,Listed,INE212A01013,L65921TN1988PLC016275,Finance - Investment
64,279555,Abhijit Trading Company Ltd.,539560,,ATCL IN,,Listed,INE994N01019,L51909DL1982PLC241785,Finance - Investment
65,132057,Abhinav Capital Services Ltd.,532057,,ACSL IN,ACSL.BO,Listed,INE516F01016,L65990MH1994PLC083603,Finance - NBFC
66,254245,Abhinav Leasing & Finance Ltd.,538952,,ALFL IN,ABHI.BO,Listed,INE211D01027,L67120DL1984PLC018748,Finance - NBFC
67,132831,Abhishek Corporation Ltd.,532831,ABHISHEK,ABSC IN,ABSH.BO,Listed,INE004I01017,L51491PN1993PLC073706,Textile - Spinning
68,232042,Abhishek Finlease Ltd.,538935,,ABFI IN,AHIS.BO,Listed,INE723C01015,U65910RJ1995PTC009648,Finance - NBFC
69,243732,Abhishek Infraventures Ltd.,539544,,AINL IN,ABHS.BO,Listed,INE281P01016,L45204DL1984PLC018802,Finance - Stock Broking
70,111756,Abirami Financial Services (India) Ltd.,511756,,ARFS IN,ABFS.BO,Listed,INE195I01013,L65993TN1993PLC024861,Finance - Investment
71,126955,ABL Biotechnologies Ltd.,526955,,ABT IN,ABLB.BO,Listed,INE707D01016,L52599TN1992PLC022340,Pharmaceuticals & Drugs
72,224765,ABM International Ltd.,,ABMINTLTD,ABMINTL IN,,Listed,INE251C01017,L51909DL1983PLC015585,Trading
73,131161,ABM Knowledgeware Ltd.,531161,,ECM IN,ABMK.BO,Listed,INE850B01026,L67190MH1993PLC113638,IT - Software 
74,275775,ABN Intercorp Ltd.,,ABNINT,,,Listed,INE982R01015,U55101DL2005PLC140406,Miscellaneous
75,100410,ACC Ltd.,500410,ACC,ACC IN,ACC.BO,Listed,INE012A01025,L26940MH1936PLC002515,Cement & Construction Materials
76,117494,Accel Ltd.,517494,,ACCEL IN,ACTR.BO,Listed,INE258C01038,L30007KL1986PLC004485,IT - Hardware
77,132268,Accelya Solutions India Ltd.,532268,ACCELYA,KALE IN,AKSL.BO,Listed,INE793A01012,L74140PN1986PLC041033,IT - Software 
78,131897,Accentia Technologies Ltd.,531897,,ACTL IN,ACCT.BO,Listed,INE122B01012,L99999MH1991PLC062885,IT - Software 
79,246542,Access Global Ltd.,,,,,Listed,,L51909WB1982PLC035460,IT - Software 
80,126347,Acclaim Industries Ltd.,526347,,AMIL IN,ACCL.BO,Listed,INE051E01017,L74950MH1991PLC068270,Trading
81,286584,Accord Synergy Ltd.,,ACCORD,ACCORD IN,ACCO.BO,Listed,INE113X01015,U45200GJ2014PLC079847,Telecommunication - Service  Provider
82,288828,Accuracy Shipping Ltd.,,ACCURACY,ACCURACY IN,,Listed,INE648Z01015,U52321GJ2008PTC055322,Logistics
83,131905,Accurate Exports Ltd.,531905,,AEX IN,,Listed,INE062B01010,L51122GJ1988PLC010549,Trading
84,130513,Accurate Transformers Ltd.,530513,,ACT IN,ACTL.BO,Listed,INE243C01014,L74899DL1988PLC095092,Electric Equipment
85,130093,ACE EduTrend Ltd.,530093,,AIF IN,ACEI.BO,Listed,INE715F01014,L29299DL1993PLC201811,"Film Production, Distribution & Entertainment"
86,242734,ACE Exports Ltd.,,,,,Listed,,L19111UP1990PLC012053,Trading
87,286680,ACE Integrated Solutions Ltd.,,ACEINTEG,ACEINTEG IN,,Listed,INE543V01017,U74140DL1997PLC088373,BPO/ITeS
88,279899,ACE Men Engg Works Ltd.,539661,,ACEMEN IN,ACEM.BO,Listed,INE023R01018,L27109WB1980PLC033134,Trading
89,131525,Ace Software Exports Ltd.,531525,,ACESE IN,ACES.BO,Listed,INE849B01010,L72200GJ1994PLC022781,IT - Software 
90,209859,Ace Tours Worldwide Ltd.,536492,,ATWL IN,ACET.BO,Listed,INE926O01019,L63040GJ2007PLC051318,Travel Services
91,279204,Acewin Agritech Ltd.,539570,,OFST IN,OFTE.BO,Listed,INE742R01013,L72300KA2008PLC045897,IT - Software 
92,267596,Achal Investments Ltd.,538570,,ACHI IN,ACHL.BO,Listed,INE860P01025,L65993DL1980PLC010636,Finance - Investment
93,230025,Achal Investments Pvt Ltd. (Gujarat),,,,,Listed,,U65910GJ1975PTC002787,Finance - Investment
94,117356,ACI Infocom Ltd.,517356,,SJDP IN,ACII.BO,Listed,INE167B01025,L72200MH1982PLC175476,IT - Hardware
95,130901,Acil Cotton Industries Ltd.,530901,,ACOT IN,ACIL.BO,Listed,INE066C01035,L99999GJ1994PLC022000,Trading
96,130043,Acknit Industries Ltd.,530043,,AKNT IN,ACKT.BO,Listed,INE326C01017,L01113WB1990PLC050020,Textile 
97,224766,ACME Resources Ltd.,539391,,ACMR IN,ACME.BO,Listed,INE636B01011,L65993WB1985PLC082197,Finance - NBFC
98,287433,Acme Solar Holdings Ltd.,,,,,Listed,,U40106HR2015PLC055641,Power Generation/Distribution
99,220078,Acme Sthapati Ltd.,,,,,Listed,,L99999MH1985PLC113634,Miscellaneous
100,220607,Acropetal Technologies Ltd.,533330,ACROPETAL,ACRO IN,ACRP.BO,Listed,INE055L01013,L72900KA2001PLC028944,IT - Software 
101,113149,Acrow India Ltd.,513149,,ACRW IN,ACRO.BO,Listed,INE950D01012,L13100MH1960PLC011601,Engineering - Industrial Equipments
102,124091,Acrysil Ltd.,524091,,ACRY IN,ACRI.BO,Listed,INE482D01024,L26914MH1987PLC042283,Plastic Products
103,132762,Action Construction Equipment Ltd.,532762,ACE,ACCE IN,ACEL.BO,Listed,INE731H01025,L74899DL1995PLC064347,Engineering - Industrial Equipments
104,111706,Action Financial Services (India) Ltd.,511706,,AFIS IN,ACTF.BO,Listed,INE357A01032,L65944MH1992PLC068879,Finance - Stock Broking
105,288323,Active Clothing Co Ltd.,541144,,ACTIVE IN,ACTI.BO,Listed,INE380Z01015,U51311PB2002PLC033422,Textile 
106,126177,Adam Comsof Ltd.,526177,,ADAM IN,,Listed,INE272A01017,U99999MH1990PLC057722,IT - Software 
107,112599,Adani Enterprises Ltd.,512599,ADANIENT,ADE IN,ADEL.BO,Listed,INE423A01024,L51100GJ1993PLC019067,Trading
108,228347,Adani Gas Ltd.,542066,ADANIGAS,ADGAS IN,,Listed,INE399L01023,U40100GJ2005PLC046553,Trading
109,289554,Adani Green Energy Ltd.,541450,ADANIGREEN,ADANIGR IN,,Listed,INE364U01010,U40106GJ2015PLC082007,Power Generation/Distribution
110,132921,Adani Ports and Special Economic Zone Ltd.,532921,ADANIPORTS,ADSEZ IN,APSE.BO,Listed,INE742F01042,L63090GJ1998PLC034182,Port
111,209867,Adani Power Ltd.,533096,ADANIPOWER,ADANI IN,ADAN.BO,Listed,INE814H01011,L40100GJ1996PLC030533,Power Generation/Distribution
112,271875,Adani Transmission Ltd.,539254,ADANITRANS,ADANIT IN,ADAI.BO,Listed,INE931S01010,L40300GJ2013PLC077803,Power Generation/Distribution
113,242784,Adapt Investments Ltd.,,,,,Listed,,U67120WB1979PLC032193,Finance - Investment
114,106225,Adarsh Chemicals & Fertilisers Ltd.,506225,ADARSHCHEM,ACF IN,,Listed,,L24110GJ1957PLC000866,Chemicals 
115,242737,Adarsh Commercial Company Ltd.,,,,,Listed,,L67120WB1978PLC031438,Finance - Investment
116,267241,Adarsh Mercantile Ltd.,538563,,ADARSH IN,ADAL.BO,Listed,INE673E01018,L51109WB1992PLC055082,Trading
117,126711,Adarsh Plant Protect Ltd.,526711,,ADPP IN,ADPP.BO,Listed,INE627D01016,L29210GJ1992PLC017845,Engineering - Industrial Equipments
118,123411,ADC India Communications Ltd.,523411,KRONECOMM,ADCIC IN,ADCI.BO,Listed,INE833A01016,L32209KA1988PLC009313,Telecommunication - Equipment
119,206227,Adcon Capital Services Ltd.,539506,,ADCS IN,,Listed,INE805Q01010,L67120MP1994PLC008511,Finance - NBFC
120,107852,Addi Industries Ltd.,507852,,ADDI IN,ADDI.BO,Listed,INE757C01021,L51109UP1980PLC022154,Textile 
121,124665,Add-Life Pharma Ltd.,524665,,ADLP IN,,Listed,INE124C01016,L24230GJ1991PLC014894,Pharmaceuticals & Drugs
122,290394,Add-Shop Promotions Ltd.,541865,,ASPL IN,,Listed,INE01B501018,U51109GJ2013PTC076482,Trading
123,119183,ADF Foods Ltd.,519183,ADFFOODS,ADFL IN,AMRN.BO,Listed,INE982B01019,L15400GJ1990PLC014265,Consumer Food
124,242765,Adharshila Capital Services Ltd.,539493,,ADHC IN,,Listed,INE269F01012,L74899DL1993PLC056347,Finance - NBFC
125,236181,Adhbhut Infrastructure Ltd.,539189,,ADHI IN,ADHB.BO,Listed,INE578L01014,L51503DL1985PLC020195,Engineering - Construction
126,273034,Adhiraj Distributors Ltd.,780018,,ADDL IN,,Listed,INE067R01015,L52190WB2011PLC158320,Retailing
127,242786,Adhunik Industries Ltd.,538365,ADHUNIKIND,ADIL IN,ADNK.BO,Listed,INE452L01012,L27100WB1979PLC032200,Steel & Iron Products
128,132727,Adhunik Metaliks Ltd.,532727,ADHUNIK,ADML IN,ADME.BO,Listed,INE400H01019,L28110OR2001PLC017271,Steel & Iron Products
129,114452,Adhunik Yarns Ltd.,514452,,ADY IN,,Listed,,U17118MH1987PLC044557,Textile 
130,205703,Adinath Bio-Lab Ltd.,590088,,ADIB IN,ACSP.BO,Listed,INE129D01039,L24230WB1982PLC034492,Trading
131,132056,Adinath Exim Resources Ltd.,532056,,AER IN,ADIN.BO,Listed,INE398H01015,L51909GJ1995PLC024300,Finance - Investment
132,114113,Adinath Textiles Ltd.,514113,,ADTX IN,ADHN.BO,Listed,INE207C01019,L17115PB1979PLC003910,Textile - Spinning
133,238268,Aditri Industries Ltd.,534707,,ANCL IN,ANSU.BO,Listed,INE636N01016,L36999GJ1995PLC025177,Textile 
134,242461,Aditya Birla Capital Ltd.,540691,ABCAPITAL,ABCAP IN,ADTB.BO,Listed,INE674K01013,U67120GJ2007PLC058890,Finance - NBFC
135,100057,Aditya Birla Chemicals (India) Ltd.- (Amalgamation),500057,ABCIL,ABCH IN,ADYA.BO,Delisted,INE605B01016,L24100JH1976PLC001255,Chemicals 
136,210591,Aditya Birla Fashion and Retail Ltd.,535755,ABFRL,ABFRL IN,PNTA.BO,Listed,INE647O01011,L18101MH2007PLC233901,Retailing
137,190049,Aditya Birla Money Ltd.,532974,BIRLAMONEY,ABML IN,APOL.BO,Listed,INE865C01022,L65993GJ1995PLC064810,Finance - Stock Broking
138,100303,Aditya Birla Nuvo Ltd. - (Amalgamated),500303,ABIRLANUVO,ABNL IN,ABRL.BO,Delisted,INE069A01017,L17199GJ1956PLC001107,Diversified
139,282664,Aditya Consumer Marketing Ltd.,540146,,ADCML IN,ADIC.BO,Listed,INE427V01013,U52190BR2002PLC009872,Retailing
140,122150,Aditya Forge Ltd.,522150,,ADIF IN,ADFG.BO,Listed,INE281H01013,L27100GJ1992PLC017196,Forgings
141,130693,Aditya Info-Soft Ltd.,530693,,AZX IN,,Listed,INE524F01010,L72901GJ1993PLC020727,Chemicals 
142,113513,Aditya Ispat Ltd.,513513,,ADIS IN,AGTC.BO,Listed,INE570B01012,L27109TG1990PLC012099,Steel & Iron Products
143,114338,Aditya Polymers Ltd.,514338,,AP IN,,Listed,,L17110GJ1985PLC007799,Packaging 
144,121141,Aditya Spinners Ltd.,521141,ADITYASPIN,AS IN,ADIT.BO,Listed,INE122D01026,L18100AP1991PLC012337,Textile - Spinning
145,293408,Aditya Ultra Steel Ltd.,,,,,Listed,,U27100GJ2011PLC066552,Steel & Iron Products
146,283206,Aditya Vision Ltd.,540205,,AVL IN,ADIV.BO,Listed,INE679V01019,U32109BR1999PLC008783,Retailing
147,256841,Adlabs Entertainment Ltd.,539056,ADLABS,ADLB IN,ADLA.BO,Listed,INE172N01012,L92490MH2010PLC199925,Amusement Parks/Recreation/Club
148,111359,Ad-Manum Finance Ltd.,511359,,ADM IN,ADMF.BO,Listed,INE556D01017,L52520MP1986PLC003405,Finance - NBFC
149,130431,Ador Fontech Ltd.,530431,,CSFT IN,ADOF.BO,Listed,INE853A01022,L31909KA1974PLC020010,Electrodes & Welding Equipment
150,123120,Ador Multiproducts Ltd.,523120,,JBA IN,ADML.BO,Listed,INE628D01014,L85110KA1948PLC000545,Household & Personal Products
151,117041,Ador Welding Ltd.,517041,ADORWELD,AWL IN,ADOR.BO,Listed,INE045A01017,L70100MH1951PLC008647,Electrodes & Welding Equipment
152,210950,Adroit Industries (India) Ltd,,,AIIL IN,,Listed,,U74999MH1995PLC084474,Auto Ancillary
153,132172,Adroit Infotech Ltd.,532172,ADROITINFO,ADROIT IN,COLO.BO,Listed,INE737B01033,L36999TG1990PLC011129,IT - Software 
154,123031,ADS Diagnostic Ltd.,523031,,ADS IN,,Listed,,L85110DL1984PLC018486,Hospital & Healthcare Services
155,242790,Adtech Systems Ltd.,,,,,Listed,,L33111TN1990PLC018678,Miscellaneous
156,121048,Advance Lifestyles Ltd.,521048,,AAML IN,ADLL.BO,Listed,INE900E01015,L45309GJ1988PLC011139,Textile 
157,237552,Advance Metering Technology Ltd.,534612,AMTL,AMTL IN,AMTL.BO,Listed,INE436N01029,L31401HR2011PLC042015,Engineering - Industrial Equipments
158,126331,Advance Multitech Ltd.,526331,,AM IN,,Listed,INE875S01019,L51494GJ1979PLC006698,Rubber  Products
159,106947,Advance Petrochemicals Ltd.,506947,,ADVP IN,ADVP.BO,Listed,INE334N01018,L23200GJ1985PLC008013,Chemicals 
160,131047,Advance Powerinfra Tech Ltd.,531047,,ADPT IN,ADVE.BO,Listed,INE009D01017,L65999WB1994PLC065726,Transmission Towers / Equipments
161,281845,Advance Syntex Ltd.,539982,,ASYL IN,ADVN.BO,Listed,INE184U01012,U17119GJ1990PLC014406,Textile 
162,207679,Advanced Enzyme Technologies Ltd.,540025,ADVENZYMES,ADVENZY IN,ADEN.BO,Listed,INE837H01020,U24200MH1989PLC051018,Pharmaceuticals & Drugs
163,117552,Advanced Micronic Devices Ltd.,517552,,AMD IN,ADMD.BO,Listed,INE903C01013,L30007KA1994PLC015445,Medical Equipment/Supplies/Accessories
164,123269,Advani Hotels & Resorts (India) Ltd.,523269,ADVANIHOTR,RMDA IN,ADHO.BO,Listed,INE199C01026,L99999MH1987PLC042891,"Hotel, Resort & Restaurants"
165,132840,Advanta Ltd. - (Amalgamated),532840,ADVANTA,ADV IN,ADVI.BO,Delisted,INE517H01028,L01119AP1994PLC063664,Agriculture
166,131429,Advent Computer Services Ltd.,531429,,ADVCS IN,ADCO.BO,Listed,INE101C01022,L33111TN1984PLC010675,IT - Software 
167,242742,Adventz Investments & Holdings Ltd.,,,,,Listed,,L51226WB1985PLC039055,Finance - Investment
168,225013,Adventz Securities Enterprises Ltd.,,,,,Listed,INE818E01016,L36993WB1995PLC069510,Finance - Investment
169,244732,Advik Capital Ltd.,539773,,ADVIKCA IN,ADVK.BO,Listed,INE178T01024,L74899DL1985PLC022505,Electric Equipment
170,131686,Advik Laboratories Ltd.,531686,,ADVL IN,ADLB.BO,Listed,INE537C01019,L74899HR1994PLC038300,Pharmaceuticals & Drugs
171,288403,Advitiya Trade India Ltd.,541152,,ADVITIYA IN,ADVT.BO,Listed,INE705X01018,U74999DL2017PLC314879,Trading
172,123080,AEC (India) Ltd.,523080,AEC,AEC IN,,Listed,,U99999DL1982PLC014161,Engineering - Construction
173,130211,AEC Enterprises Ltd.,530211,,AECNT IN,,Listed,,L28999MP1996PLC010377,Miscellaneous
174,100003,Aegis Logistics Ltd.,500003,AEGISCHEM,AGIS IN,AEGS.BO,Listed,INE208C01025,L63090GJ1956PLC001032,Logistics
175,103655,Aeonian Investments Company Ltd.,503655,,AIC IN,AEON.BO,Listed,INE421F01027,L65990MH1981PLC024860,Finance - Investment
176,256591,AF Enterprises Ltd.,538351,,AFEL IN,AFET.BO,Listed,INE663P01015,L65993DL1983PLC016354,Finance - Investment
177,290156,Affine Formulations Ltd.,,,,,Listed,,U24232MP2006PTC018755,Pharmaceuticals & Drugs
178,229238,Affle (India) Ltd.,,,,,Listed,,U65990MH1994PTC080451,Telecommunication - Equipment
179,289159,Affordable Robotic & Automation Ltd.,541402,,AFFORDAB IN,,Listed,INE692Z01013,U29299PN2010PTC135298,Engineering
180,130707,Aftek Ltd.,530707,AFTEK,AFTK IN,AFTK.BO,Listed,INE796A01023,L57220MH1986PLC039342,IT - Software 
181,242793,Agarwal Bolts Ltd.,,,,,Listed,,L28991WB1971PLC028090,Fasteners
182,131921,Agarwal Industrial Corporation Ltd.,531921,AGARIND,AGAR IN,AGWL.BO,Listed,INE204E01012,L99999MH1995PLC084618,Logistics
183,100463,AGC Networks Ltd.,500463,AGCNET,AGC IN,AGCN.BO,Listed,INE676A01019,L32200MH1986PLC040652,Telecommunication - Equipment
184,212364,Aggarsain Spinners Ltd.,,,,,Listed,,L17297HR1998PLC034043,Textile - Spinning
185,272417,AGI Infra Ltd.,539042,,AGIN IN,AGII.BO,Listed,INE976R01017,L45200PB2005PLC028466,Construction - Real Estate
186,116020,Agio Paper & Industries Ltd.,516020,,AGIO IN,AGIO.BO,Listed,INE112C01011,L21090WB1984PLC037968,Paper & Paper Products
187,132358,Agnite Education Ltd.,532358,TELEDATAGL,TLDI IN,TDIL.BO,Listed,INE480B01022,L72300TN1990PLC019024,IT - Software 
188,267726,AGR Investments Ltd.,,,,,Listed,,U67120DL1991PLC045261,Finance - Investment
189,119536,Agri-Marine Exports Ltd.,519536,,AMX IN,,Listed,,L05001TN1985PLC011918,Consumer Food
190,251676,Agrimony Commodities Ltd.,537492,,AGCO IN,AGCM.BO,Listed,INE567P01018,L74999MH1991PLC062821,Trading
191,200136,Agri-Tech (India) Ltd.,537292,AGRITECH,AGTI IN,AGTL.BO,Listed,INE449G01018,L01110MH1993PLC073268,Agriculture
192,119281,Agro Dutch Industries  Ltd.,519281,AGRODUTCH,ADF IN,AGDI.BO,Listed,INE135B01014,L29211CH1992PLC012321,Consumer Food
193,225606,Agro Extracts Ltd.,,,,,Listed,,L15143KA1973PLC002426,Solvent  Extraction
194,283500,Agro Phos India Ltd.,,AGROPHOS,AGROPHOS IN,AGRP.BO,Listed,INE740V01019,U24123MP2002PLC015285,Fertilizers
195,100215,Agro Tech Foods Ltd.,500215,ATFL,ATFL IN,AGRO.BO,Listed,INE209A01019,L15142TG1986PLC006957,Consumer Food
196,223403,AGS Infotech Ltd.,533314,,AGSI IN,AGSI.BO,Listed,INE966E01016,L72200TG1996PLC022814,IT - Software 
197,222276,AGS Transact Technologies Ltd.,,,AGST IN,,Listed,,U72200MH2002PLC138213,Miscellaneous
198,278530,Ahimsa Industries Ltd.,,AHIMSA,AHIMSA IN,,Listed,INE136T01014,L25200GJ1996PLC028679,Plastic Products
199,290073,Ahlada Engineers Ltd.,,AHLADA,AHLADA IN,AHLA.BO,Listed,INE00PV01013,U24239TG2005PLC047102,Engineering
200,132811,Ahluwalia Contracts (India) Ltd.,532811,AHLUCONT,AHLU IN,AHLU.BO,Listed,INE758C01029,L45101DL1979PLC009654,Construction - Real Estate
